Data,preco,Mes,ano
13/05/2017,49,18,5,2017
12/05/2017,48,09,5,2017
11/05/2017,47,06,5,2017
10/05/2017,46,61,5,2017
09/05/2017,47,06,5,2017
08/05/2017,46,61,5,2017
07/05/2017,47,45,5,2017
06/05/2017,47,53,5,2017
05/05/2017,48,82,5,2017
04/05/2017,49,31,5,2017
03/05/2017,50,41,5,2017
02/05/2017,49,31,5,2017
01/05/2017,50,41,5,2017
30/04/2017,49,46,4,2017
29/04/2017,49,46,4,2017
28/04/2017,49,99,4,2017
27/04/2017,49,37,4,2017
26/04/2017,49,45,4,2017
25/04/2017,49,37,4,2017
24/04/2017,49,45,4,2017
23/04/2017,49,93,4,2017
22/04/2017,50,66,4,2017
21/04/2017,52,43,4,2017
20/04/2017,52,6,4,2017
19/04/2017,54,79,4,2017
18/04/2017,52,6,4,2017
17/04/2017,54,79,4,2017
15/04/2017,54,75,4,2017
14/04/2017,54,75,4,2017
13/04/2017,54,73,4,2017
12/04/2017,54,79,4,2017
11/04/2017,54,73,4,2017
10/04/2017,54,79,4,2017
09/04/2017,54,24,4,2017
08/04/2017,53,62,4,2017
07/04/2017,53,41,4,2017
06/04/2017,53,08,4,2017
05/04/2017,52,04,4,2017
04/04/2017,53,08,4,2017
03/04/2017,52,04,4,2017
02/04/2017,52,2,4,2017
01/04/2017,52,25,4,2017
31/03/2017,51,36,3,2017
30/03/2017,50,72,3,2017
29/03/2017,50,12,3,2017
28/03/2017,50,72,3,2017
27/03/2017,50,12,3,2017
26/03/2017,49,97,3,2017
25/03/2017,50,17,3,2017
24/03/2017,49,56,3,2017
23/03/2017,50,14,3,2017
22/03/2017,50,67,3,2017
21/03/2017,50,14,3,2017
20/03/2017,50,67,3,2017
19/03/2017,50,58,3,2017
18/03/2017,50,56,3,2017
17/03/2017,50,63,3,2017
16/03/2017,49,6,3,2017
15/03/2017,50,1,3,2017
14/03/2017,49,6,3,2017
13/03/2017,50,1,3,2017
12/03/2017,50,63,3,2017
11/03/2017,50,65,3,2017
10/03/2017,53,3,3,2017
09/03/2017,54,61,3,2017
08/03/2017,54,73,3,2017
07/03/2017,54,61,3,2017
06/03/2017,54,73,3,2017
05/03/2017,54,12,3,2017
04/03/2017,54,16,3,2017
03/03/2017,55,72,3,2017
02/03/2017,53,36,3,2017
01/03/2017,54,65,3,2017
28/02/2017,53,36,2,2017
27/02/2017,54,65,2,2017
26/02/2017,54,69,2,2017
25/02/2017,55,82,2,2017
24/02/2017,54,9,2,2017
23/02/2017,56,34,2,2017
22/02/2017,55,25,2,2017
21/02/2017,56,34,2,2017
20/02/2017,54,48,2,2017
19/02/2017,54,16,2,2017
18/02/2017,54,57,2,2017
17/02/2017,54,96,2,2017
16/02/2017,54,15,2,2017
15/02/2017,54,57,2,2017
14/02/2017,54,96,2,2017
13/02/2017,55,2,2,2017
12/02/2017,53,98,2,2017
11/02/2017,54,42,2,2017
10/02/2017,53,79,2,2017
09/02/2017,55,02,2,2017
08/02/2017,54,42,2,2017
07/02/2017,53,79,2,2017
06/02/2017,55,92,2,2017
05/02/2017,55,94,2,2017
04/02/2017,55,79,2,2017
03/02/2017,55,25,2,2017
02/02/2017,54,77,2,2017
01/02/2017,55,79,2,2017
31/01/2017,55,25,1,2017
30/01/2017,54,8,1,2017
29/01/2017,55,89,1,2017
28/01/2017,54,34,1,2017
27/01/2017,54,7,1,2017
26/01/2017,54,8,1,2017
25/01/2017,54,34,1,2017
24/01/2017,54,7,1,2017
23/01/2017,55,04,1,2017
22/01/2017,53,18,1,2017
21/01/2017,53,77,1,2017
20/01/2017,54,68,1,2017
19/01/2017,54,3,1,2017
18/01/2017,53,77,1,2017
17/01/2017,54,68,1,2017
16/01/2017,54,37,1,2017
15/01/2017,54,51,1,2017
14/01/2017,53,61,1,2017
13/01/2017,53,2,1,2017
12/01/2017,54,39,1,2017
11/01/2017,53,61,1,2017
10/01/2017,53,2,1,2017
09/01/2017,55,9,1,2017
08/01/2017,54,99,1,2017
07/01/2017,54,57,1,2017
06/01/2017,55,05,1,2017
05/01/2017,54,99,1,2017
04/01/2017,54,57,1,2017
03/01/2017,55,05,1,2017
02/01/2017,54,96,1,2017
01/01/2017,54,95,1,2017
31/12/2016,53,93,12,2016
30/12/2016,53,93,12,2016
29/12/2016,54,95,12,2016
28/12/2016,53,93,12,2016
27/12/2016,53,93,12,2016
26/12/2016,53,93,12,2016
25/12/2016,54,04,12,2016
24/12/2016,53,01,12,2016
23/12/2016,54,56,12,2016
22/12/2016,53,53,12,2016
21/12/2016,53,01,12,2016
20/12/2016,54,56,12,2016
19/12/2016,54,15,12,2016
18/12/2016,51,72,12,2016
17/12/2016,53,15,12,2016
16/12/2016,53,28,12,2016
15/12/2016,53,99,12,2016
14/12/2016,53,15,12,2016
13/12/2016,53,28,12,2016
12/12/2016,52,19,12,2016
11/12/2016,51,6,12,2016
10/12/2016,51,9,12,2016
09/12/2016,52,31,12,2016
08/12/2016,53,3,12,2016
07/12/2016,51,9,12,2016
06/12/2016,52,31,12,2016
05/12/2016,52,35,12,2016
04/12/2016,52,28,12,2016
03/12/2016,47,95,12,2016
02/12/2016,44,68,12,2016
01/12/2016,46,64,12,2016
30/11/2016,47,95,11,2016
29/11/2016,44,68,11,2016
28/11/2016,46,32,11,2016
27/11/2016,47,54,11,2016
26/11/2016,46,54,11,2016
25/11/2016,46,1,11,2016
24/11/2016,45,96,11,2016
23/11/2016,46,54,11,2016
22/11/2016,46,1,11,2016
21/11/2016,44,41,11,2016
20/11/2016,44,57,11,2016
19/11/2016,45,07,11,2016
18/11/2016,44,15,11,2016
17/11/2016,41,83,11,2016
16/11/2016,45,07,11,2016
15/11/2016,44,15,11,2016
14/11/2016,41,61,11,2016
13/11/2016,43,67,11,2016
12/11/2016,43,88,11,2016
11/11/2016,43,47,11,2016
10/11/2016,42,83,11,2016
09/11/2016,43,88,11,2016
08/11/2016,43,47,11,2016
07/11/2016,43,06,11,2016
06/11/2016,43,84,11,2016
05/11/2016,44,26,11,2016
04/11/2016,45,77,11,2016
03/11/2016,46,2,11,2016
02/11/2016,44,26,11,2016
01/11/2016,45,77,11,2016
31/10/2016,47,78,10,2016
30/10/2016,49,13,10,2016
29/10/2016,48,98,10,2016
28/10/2016,49,08,10,2016
27/10/2016,49,8,10,2016
26/10/2016,48,98,10,2016
25/10/2016,49,08,10,2016
24/10/2016,50,28,10,2016
23/10/2016,50,42,10,2016
22/10/2016,51,85,10,2016
21/10/2016,49,81,10,2016
20/10/2016,49,31,10,2016
19/10/2016,51,85,10,2016
18/10/2016,49,81,10,2016
17/10/2016,48,87,10,2016
16/10/2016,49,29,10,2016
15/10/2016,49,53,10,2016
14/10/2016,50,48,10,2016
13/10/2016,51,54,10,2016
12/10/2016,49,53,10,2016
11/10/2016,50,48,10,2016
10/10/2016,50,49,10,2016
09/10/2016,50,14,10,2016
08/10/2016,49,57,10,2016
07/10/2016,48,81,10,2016
06/10/2016,48,61,10,2016
05/10/2016,49,57,10,2016
04/10/2016,48,81,10,2016
03/10/2016,48,24,10,2016
02/10/2016,48,43,10,2016
01/10/2016,45,49,10,2016
30/09/2016,44,95,9,2016
29/09/2016,46,61,9,2016
28/09/2016,45,49,9,2016
27/09/2016,44,95,9,2016
26/09/2016,46,71,9,2016
25/09/2016,47,21,9,2016
24/09/2016,45,99,9,2016
23/09/2016,45,24,9,2016
22/09/2016,46,04,9,2016
21/09/2016,45,99,9,2016
20/09/2016,45,24,9,2016
19/09/2016,45,26,9,2016
18/09/2016,45,83,9,2016
17/09/2016,45,65,9,2016
16/09/2016,46,48,9,2016
15/09/2016,47,82,9,2016
14/09/2016,45,65,9,2016
13/09/2016,47,82,9,2016
12/09/2016,48,37,9,2016
11/09/2016,49,23,9,2016
10/09/2016,47,9,2016
09/09/2016,46,21,9,2016
08/09/2016,46,72,9,2016
07/09/2016,47,9,2016
06/09/2016,46,21,9,2016
05/09/2016,45,96,9,2016
04/09/2016,45,05,9,2016
03/09/2016,47,94,9,2016
02/09/2016,47,94,9,2016
01/09/2016,49,66,9,2016
31/08/2016,47,94,8,2016
30/08/2016,47,94,8,2016
29/08/2016,49,66,8,2016
28/08/2016,49,25,8,2016
27/08/2016,47,56,8,2016
26/08/2016,48,7,8,2016
25/08/2016,48,1,8,2016
24/08/2016,47,56,8,2016
23/08/2016,48,7,8,2016
22/08/2016,49,39,8,2016
21/08/2016,49,46,8,2016
20/08/2016,48,58,8,2016
19/08/2016,48,27,8,2016
18/08/2016,47,31,8,2016
17/08/2016,48,58,8,2016
16/08/2016,48,27,8,2016
15/08/2016,45,12,8,2016
14/08/2016,44,23,8,2016
13/08/2016,42,19,8,2016
12/08/2016,43,37,8,2016
11/08/2016,43,24,8,2016
10/08/2016,42,19,8,2016
09/08/2016,43,37,8,2016
08/08/2016,42,47,8,2016
07/08/2016,41,33,8,2016
06/08/2016,40,45,8,2016
05/08/2016,40,8,2016
04/08/2016,40,17,8,2016
03/08/2016,40,45,8,2016
02/08/2016,40,8,2016
01/08/2016,40,76,8,2016
31/07/2016,41,87,7,2016
30/07/2016,42,78,7,2016
29/07/2016,43,56,7,2016
28/07/2016,43,76,7,2016
27/07/2016,42,78,7,2016
26/07/2016,43,56,7,2016
25/07/2016,44,24,7,2016
24/07/2016,44,99,7,2016
23/07/2016,45,82,7,2016
22/07/2016,45,7,7,2016
21/07/2016,45,35,7,2016
20/07/2016,45,82,7,2016
19/07/2016,45,7,7,2016
18/07/2016,46,25,7,2016
17/07/2016,46,01,7,2016
16/07/2016,44,67,7,2016
15/07/2016,46,72,7,2016
14/07/2016,44,04,7,2016
13/07/2016,44,67,7,2016
12/07/2016,46,72,7,2016
11/07/2016,44,53,7,2016
10/07/2016,45,93,7,2016
09/07/2016,45,7,7,2016
08/07/2016,45,64,7,2016
07/07/2016,48,02,7,2016
06/07/2016,45,7,7,2016
05/07/2016,45,64,7,2016
04/07/2016,47,65,7,2016
03/07/2016,48,05,7,2016
02/07/2016,48,4,7,2016
01/07/2016,46,29,7,2016
30/06/2016,45,07,6,2016
29/06/2016,48,4,6,2016
28/06/2016,46,29,6,2016
27/06/2016,46,69,6,2016
26/06/2016,48,63,6,2016
25/06/2016,48,43,6,2016
24/06/2016,48,18,6,2016
23/06/2016,48,68,6,2016
22/06/2016,48,43,6,2016
21/06/2016,48,18,6,2016
20/06/2016,46,57,6,2016
19/06/2016,45,66,6,2016
18/06/2016,47,47,6,2016
17/06/2016,47,88,6,2016
16/06/2016,49,36,6,2016
15/06/2016,47,47,6,2016
14/06/2016,47,88,6,2016
13/06/2016,49,09,6,2016
12/06/2016,50,52,6,2016
11/06/2016,51,23,6,2016
10/06/2016,50,37,6,2016
09/06/2016,49,71,6,2016
08/06/2016,51,23,6,2016
07/06/2016,50,37,6,2016
06/06/2016,48,94,6,2016
05/06/2016,48,5,6,2016
04/06/2016,49,05,6,2016
03/06/2016,48,81,6,2016
02/06/2016,49,26,6,2016
01/06/2016,49,05,6,2016
31/05/2016,48,81,5,2016
30/05/2016,49,09,5,2016
29/05/2016,49,52,5,2016
28/05/2016,48,87,5,2016
27/05/2016,48,42,5,2016
26/05/2016,47,77,5,2016
25/05/2016,48,87,5,2016
24/05/2016,48,42,5,2016
23/05/2016,48,54,5,2016
22/05/2016,47,01,5,2016
21/05/2016,48,93,5,2016
20/05/2016,48,71,5,2016
19/05/2016,48,49,5,2016
18/05/2016,48,93,5,2016
17/05/2016,48,71,5,2016
16/05/2016,47,05,5,2016
15/05/2016,46,43,5,2016
14/05/2016,46,08,5,2016
13/05/2016,44,01,5,2016
12/05/2016,42,43,5,2016
11/05/2016,46,08,5,2016
10/05/2016,44,01,5,2016
09/05/2016,44,6,5,2016
08/05/2016,44,39,5,2016
07/05/2016,43,08,5,2016
06/05/2016,43,09,5,2016
05/05/2016,45,82,5,2016
04/05/2016,43,08,5,2016
03/05/2016,43,09,5,2016
02/05/2016,45,64,5,2016
01/05/2016,45,6,5,2016
30/04/2016,44,17,4,2016
29/04/2016,43,94,4,2016
28/04/2016,42,97,4,2016
27/04/2016,44,17,4,2016
26/04/2016,41,67,4,2016
25/04/2016,43,97,4,2016
24/04/2016,43,48,4,2016
23/04/2016,43,09,4,2016
22/04/2016,43,02,4,2016
21/04/2016,41,64,4,2016
20/04/2016,43,09,4,2016
19/04/2016,43,02,4,2016
18/04/2016,41,32,4,2016
17/04/2016,43,02,4,2016
16/04/2016,42,81,4,2016
15/04/2016,43,02,4,2016
14/04/2016,41,58,4,2016
13/04/2016,42,81,4,2016
12/04/2016,43,02,4,2016
11/04/2016,40,71,4,2016
10/04/2016,37,15,4,2016
09/04/2016,37,77,4,2016
08/04/2016,35,88,4,2016
07/04/2016,36,05,4,2016
06/04/2016,37,77,4,2016
05/04/2016,35,88,4,2016
04/04/2016,36,42,4,2016
03/04/2016,36,75,4,2016
02/04/2016,36,75,4,2016
01/04/2016,36,75,4,2016
31/03/2016,38,33,3,2016
30/03/2016,36,75,3,2016
29/03/2016,36,75,3,2016
28/03/2016,38,33,3,2016
27/03/2016,38,33,3,2016
26/03/2016,38,84,3,2016
25/03/2016,40,54,3,2016
24/03/2016,39,91,3,2016
23/03/2016,38,84,3,2016
22/03/2016,40,54,3,2016
21/03/2016,39,26,3,2016
20/03/2016,39,29,3,2016
19/03/2016,38,38,3,2016
18/03/2016,37,49,3,2016
17/03/2016,38,06,3,2016
16/03/2016,38,38,3,2016
15/03/2016,37,49,3,2016
14/03/2016,39,41,3,2016
13/03/2016,38,63,3,2016
12/03/2016,40,26,3,2016
11/03/2016,39,16,3,2016
10/03/2016,39,02,3,2016
09/03/2016,40,26,3,2016
08/03/2016,39,02,3,2016
07/03/2016,37,61,3,2016
06/03/2016,35,75,3,2016
05/03/2016,36,38,3,2016
04/03/2016,35,73,3,2016
03/03/2016,35,92,3,2016
02/03/2016,36,38,3,2016
01/03/2016,35,73,3,2016
29/02/2016,35,76,2,2016
28/02/2016,32,83,2,2016
27/02/2016,31,5,2,2016
26/02/2016,31,9,2,2016
25/02/2016,33,59,2,2016
24/02/2016,33,59,2,2016
23/02/2016,31,66,2,2016
22/02/2016,33,2,2,2016
21/02/2016,33,21,2,2016
20/02/2016,31,09,2,2016
19/02/2016,31,66,2,2016
18/02/2016,33,2,2,2016
17/02/2016,33,21,2,2016
16/02/2016,31,8,2,2016
15/02/2016,28,82,2,2016
14/02/2016,29,64,2,2016
13/02/2016,30,15,2,2016
12/02/2016,31,64,2,2016
11/02/2016,28,82,2,2016
10/02/2016,29,64,2,2016
09/02/2016,32,35,2,2016
08/02/2016,32,76,2,2016
07/02/2016,32,38,2,2016
06/02/2016,30,98,2,2016
05/02/2016,32,45,2,2016
04/02/2016,32,76,2,2016
03/02/2016,32,38,2,2016
02/02/2016,33,14,2,2016
01/02/2016,33,01,2,2016
31/01/2016,31,83,1,2016
30/01/2016,30,94,1,2016
29/01/2016,29,82,1,2016
28/01/2016,33,01,1,2016
27/01/2016,31,83,1,2016
26/01/2016,30,46,1,2016
25/01/2016,27,59,1,2016
24/01/2016,26,01,1,2016
23/01/2016,27,36,1,2016
22/01/2016,27,36,1,2016
21/01/2016,27,59,1,2016
20/01/2016,26,01,1,2016
19/01/2016,28,8,1,2016
18/01/2016,28,84,1,2016
17/01/2016,28,58,1,2016
16/01/2016,29,14,1,2016
15/01/2016,30,14,1,2016
14/01/2016,28,84,1,2016
13/01/2016,28,58,1,2016
12/01/2016,31,67,1,2016
11/01/2016,33,57,1,2016
10/01/2016,33,89,1,2016
09/01/2016,35,56,1,2016
08/01/2016,36,28,1,2016
07/01/2016,33,57,1,2016
06/01/2016,33,89,1,2016
05/01/2016,35,56,1,2016
04/01/2016,36,61,1,2016
03/01/2016,35,65,1,2016
02/01/2016,36,85,1,2016
01/01/2016,37,08,1,2016
31/12/2015,36,61,12,2015
30/12/2015,35,65,12,2015
29/12/2015,36,85,12,2015
28/12/2015,37,22,12,2015
27/12/2015,35,79,12,2015
26/12/2015,35,26,12,2015
25/12/2015,35,34,12,2015
24/12/2015,37,22,12,2015
23/12/2015,35,79,12,2015
22/12/2015,36,76,12,2015
21/12/2015,36,29,12,2015
20/12/2015,36,96,12,2015
19/12/2015,37,66,12,2015
18/12/2015,36,51,12,2015
17/12/2015,36,29,12,2015
16/12/2015,36,96,12,2015
15/12/2015,36,99,12,2015
14/12/2015,38,65,12,2015
13/12/2015,39,04,12,2015
12/12/2015,39,44,12,2015
11/12/2015,39,69,12,2015
10/12/2015,38,65,12,2015
09/12/2015,39,04,12,2015
08/12/2015,41,44,12,2015
07/12/2015,42,12,2015
06/12/2015,41,92,12,2015
05/12/2015,42,97,12,2015
04/12/2015,43,73,12,2015
03/12/2015,42,12,2015
02/12/2015,41,92,12,2015
01/12/2015,43,07,12,2015
30/11/2015,43,55,11,2015
29/11/2015,43,56,11,2015
28/11/2015,44,38,11,2015
27/11/2015,43,7,11,2015
26/11/2015,43,55,11,2015
25/11/2015,43,56,11,2015
24/11/2015,42,49,11,2015
23/11/2015,42,22,11,2015
22/11/2015,41,45,11,2015
21/11/2015,41,28,11,2015
20/11/2015,40,28,11,2015
19/11/2015,42,22,11,2015
18/11/2015,41,45,11,2015
17/11/2015,41,98,11,2015
16/11/2015,44,98,11,2015
15/11/2015,44,98,11,2015
14/11/2015,46,44,11,2015
13/11/2015,45,38,11,2015
12/11/2015,44,98,11,2015
11/11/2015,44,98,11,2015
10/11/2015,46,09,11,2015
09/11/2015,47,19,11,2015
08/11/2015,46,96,11,2015
07/11/2015,48,11,2015
06/11/2015,47,91,11,2015
05/11/2015,47,19,11,2015
04/11/2015,46,96,11,2015
03/11/2015,48,11,2015
02/11/2015,48,04,11,2015
01/11/2015,47,6,11,2015
31/10/2015,45,54,10,2015
30/10/2015,46,57,10,2015
29/10/2015,48,04,10,2015
28/10/2015,47,6,10,2015
27/10/2015,46,3,10,2015
26/10/2015,46,59,10,2015
25/10/2015,46,72,10,2015
24/10/2015,46,93,10,2015
23/10/2015,47,51,10,2015
22/10/2015,46,59,10,2015
21/10/2015,46,72,10,2015
20/10/2015,48,96,10,2015
19/10/2015,47,87,10,2015
18/10/2015,48,25,10,2015
17/10/2015,48,94,10,2015
16/10/2015,50,95,10,2015
15/10/2015,47,87,10,2015
14/10/2015,48,25,10,2015
13/10/2015,52,08,10,2015
12/10/2015,52,13,10,2015
11/10/2015,51,66,10,2015
10/10/2015,51,34,10,2015
09/10/2015,49,45,10,2015
08/10/2015,52,13,10,2015
07/10/2015,51,66,10,2015
06/10/2015,46,55,10,2015
05/10/2015,47,48,10,2015
04/10/2015,47,29,10,2015
03/10/2015,47,58,10,2015
02/10/2015,46,04,10,2015
01/10/2015,47,48,10,2015
30/09/2015,47,29,9,2015
29/09/2015,47,28,9,2015
28/09/2015,47,06,9,2015
27/09/2015,48,9,2015
26/09/2015,46,69,9,2015
25/09/2015,47,64,9,2015
24/09/2015,47,06,9,2015
23/09/2015,48,9,2015
22/09/2015,47,28,9,2015
21/09/2015,48,27,9,2015
20/09/2015,49,35,9,2015
19/09/2015,45,91,9,2015
18/09/2015,45,87,9,2015
17/09/2015,48,27,9,2015
16/09/2015,49,35,9,2015
15/09/2015,46,87,9,2015
14/09/2015,47,77,9,2015
13/09/2015,48,04,9,2015
12/09/2015,48,88,9,2015
11/09/2015,46,42,9,2015
10/09/2015,47,77,9,2015
09/09/2015,48,04,9,2015
08/09/2015,48,59,9,2015
07/09/2015,50,41,9,2015
06/09/2015,47,67,9,2015
05/09/2015,48,8,9,2015
04/09/2015,48,59,9,2015
03/09/2015,50,41,9,2015
02/09/2015,47,67,9,2015
01/09/2015,47,97,9,2015
31/08/2015,44,46,8,2015
30/08/2015,47,76,8,2015
29/08/2015,41,86,8,2015
28/08/2015,41,59,8,2015
27/08/2015,44,46,8,2015
26/08/2015,47,76,8,2015
25/08/2015,43,84,8,2015
24/08/2015,45,63,8,2015
23/08/2015,45,75,8,2015
22/08/2015,47,8,2015
21/08/2015,47,77,8,2015
20/08/2015,45,63,8,2015
19/08/2015,45,75,8,2015
18/08/2015,47,79,8,2015
17/08/2015,48,01,8,2015
16/08/2015,48,29,8,2015
15/08/2015,47,33,8,2015
14/08/2015,48,3,8,2015
13/08/2015,48,01,8,2015
12/08/2015,48,29,8,2015
11/08/2015,47,54,8,2015
10/08/2015,47,8,8,2015
09/08/2015,49,04,8,2015
08/08/2015,49,08,8,2015
07/08/2015,49,49,8,2015
06/08/2015,47,8,8,2015
05/08/2015,49,04,8,2015
04/08/2015,53,29,8,2015
03/08/2015,54,29,8,2015
02/08/2015,54,73,8,2015
01/08/2015,54,3,8,2015
31/07/2015,54,07,7,2015
30/07/2015,54,29,7,2015
29/07/2015,54,73,7,2015
28/07/2015,54,29,7,2015
27/07/2015,55,76,7,2015
26/07/2015,56,36,7,2015
25/07/2015,55,94,7,2015
24/07/2015,56,42,7,2015
23/07/2015,55,76,7,2015
22/07/2015,56,36,7,2015
21/07/2015,56,38,7,2015
20/07/2015,57,31,7,2015
19/07/2015,57,34,7,2015
18/07/2015,57,2,7,2015
17/07/2015,57,63,7,2015
16/07/2015,57,31,7,2015
15/07/2015,57,34,7,2015
14/07/2015,57,72,7,2015
13/07/2015,57,83,7,2015
12/07/2015,55,7,7,2015
11/07/2015,54,72,7,2015
10/07/2015,57,19,7,2015
09/07/2015,57,83,7,2015
08/07/2015,55,7,7,2015
07/07/2015,59,06,7,2015
06/07/2015,61,73,7,2015
05/07/2015,61,65,7,2015
04/07/2015,60,31,7,2015
03/07/2015,59,03,7,2015
02/07/2015,61,73,7,2015
01/07/2015,61,65,7,2015
30/06/2015,60,14,6,2015
29/06/2015,60,24,6,2015
28/06/2015,61,63,6,2015
27/06/2015,61,67,6,2015
26/06/2015,60,54,6,2015
25/06/2015,60,24,6,2015
24/06/2015,61,63,6,2015
23/06/2015,59,41,6,2015
22/06/2015,61,37,6,2015
21/06/2015,60,75,6,2015
20/06/2015,60,75,6,2015
19/06/2015,60,99,6,2015
18/06/2015,61,37,6,2015
17/06/2015,60,75,6,2015
16/06/2015,63,19,6,2015
15/06/2015,63,76,6,2015
14/06/2015,64,68,6,2015
13/06/2015,63,23,6,2015
12/06/2015,61,33,6,2015
11/06/2015,63,76,6,2015
10/06/2015,64,68,6,2015
09/06/2015,60,36,6,2015
08/06/2015,60,34,6,2015
07/06/2015,62,78,6,2015
06/06/2015,63,14,6,2015
05/06/2015,62,87,6,2015
04/06/2015,60,34,6,2015
03/06/2015,62,78,6,2015
02/06/2015,63,16,6,2015
01/06/2015,60,12,6,2015
31/05/2015,61,35,5,2015
30/05/2015,61,65,5,2015
29/05/2015,64,52,5,2015
28/05/2015,60,12,5,2015
27/05/2015,61,35,5,2015
26/05/2015,64,7,5,2015
25/05/2015,64,7,5,2015
24/05/2015,63,52,5,2015
23/05/2015,63,48,5,2015
22/05/2015,65,15,5,2015
21/05/2015,64,7,5,2015
20/05/2015,63,52,5,2015
19/05/2015,64,69,5,2015
18/05/2015,65,58,5,2015
17/05/2015,66,33,5,2015
16/05/2015,65,09,5,2015
15/05/2015,62,82,5,2015
14/05/2015,65,58,5,2015
13/05/2015,66,33,5,2015
12/05/2015,63,82,5,2015
11/05/2015,64,93,5,2015
10/05/2015,66,22,5,2015
09/05/2015,65,44,5,2015
08/05/2015,64,62,5,2015
07/05/2015,64,93,5,2015
06/05/2015,66,22,5,2015
05/05/2015,64,13,5,2015
04/05/2015,63,9,5,2015
03/05/2015,63,97,5,2015
02/05/2015,62,61,5,2015
01/05/2015,62,86,5,2015
30/04/2015,63,9,4,2015
29/04/2015,63,97,4,2015
28/04/2015,62,96,4,2015
27/04/2015,62,66,4,2015
26/04/2015,60,12,4,2015
25/04/2015,60,12,4,2015
24/04/2015,61,2,4,2015
23/04/2015,62,66,4,2015
22/04/2015,60,12,4,2015
21/04/2015,61,31,4,2015
20/04/2015,60,13,4,2015
19/04/2015,59,32,4,2015
18/04/2015,57,69,4,2015
17/04/2015,57,14,4,2015
16/04/2015,60,13,4,2015
15/04/2015,59,32,4,2015
14/04/2015,56,82,4,2015
13/04/2015,56,04,4,2015
12/04/2015,56,42,4,2015
11/04/2015,57,55,4,2015
10/04/2015,55,73,4,2015
09/04/2015,56,04,4,2015
08/04/2015,56,42,4,2015
07/04/2015,55,73,4,2015
06/04/2015,55,73,4,2015
05/04/2015,55,73,4,2015
04/04/2015,53,69,4,2015
03/04/2015,53,99,4,2015
02/04/2015,55,73,4,2015
01/04/2015,55,73,4,2015
31/03/2015,56,44,3,2015
30/03/2015,57,02,3,2015
29/03/2015,54,18,3,2015
28/03/2015,53,61,3,2015
27/03/2015,53,82,3,2015
26/03/2015,57,02,3,2015
25/03/2015,54,18,3,2015
24/03/2015,53,88,3,2015
23/03/2015,52,96,3,2015
22/03/2015,52,59,3,2015
21/03/2015,52,17,3,2015
20/03/2015,52,3,2015
19/03/2015,52,96,3,2015
18/03/2015,52,59,3,2015
17/03/2015,54,8,3,2015
16/03/2015,56,66,3,2015
15/03/2015,56,46,3,2015
14/03/2015,55,95,3,2015
13/03/2015,58,67,3,2015
12/03/2015,56,66,3,2015
11/03/2015,56,46,3,2015
10/03/2015,59,15,3,2015
09/03/2015,60,33,3,2015
08/03/2015,59,18,3,2015
07/03/2015,61,18,3,2015
06/03/2015,60,75,3,2015
05/03/2015,60,33,3,2015
04/03/2015,59,18,3,2015
03/03/2015,61,89,3,2015
02/03/2015,61,39,3,2015
01/03/2015,59,77,3,2015
28/02/2015,60,33,2,2015
27/02/2015,59,78,2,2015
26/02/2015,61,39,2,2015
25/02/2015,59,77,2,2015
24/02/2015,60,99,2,2015
23/02/2015,58,78,2,2015
22/02/2015,60,72,2,2015
21/02/2015,60,78,2,2015
20/02/2015,61,57,2,2015
19/02/2015,58,78,2,2015
18/02/2015,60,72,2,2015
17/02/2015,60,33,2,2015
16/02/2015,56,23,2,2015
15/02/2015,53,48,2,2015
14/02/2015,55,79,2,2015
13/02/2015,57,2,2015
12/02/2015,56,23,2,2015
11/02/2015,53,48,2,2015
10/02/2015,55,88,2,2015
09/02/2015,55,98,2,2015
08/02/2015,55,07,2,2015
07/02/2015,54,41,2,2015
06/02/2015,51,74,2,2015
05/02/2015,55,98,2,2015
04/02/2015,55,07,2,2015
03/02/2015,47,52,2,2015
02/02/2015,46,61,2,2015
01/02/2015,47,07,2,2015
31/01/2015,46,55,1,2015
30/01/2015,46,07,1,2015
29/01/2015,46,61,1,2015
28/01/2015,47,07,1,2015
27/01/2015,46,69,1,2015
26/01/2015,46,09,1,2015
25/01/2015,46,5,1,2015
24/01/2015,46,49,1,2015
23/01/2015,46,69,1,2015
22/01/2015,46,09,1,2015
21/01/2015,46,5,1,2015
20/01/2015,47,38,1,2015
19/01/2015,47,66,1,2015
18/01/2015,45,82,1,2015
17/01/2015,45,13,1,2015
16/01/2015,46,9,1,2015
15/01/2015,47,66,1,2015
14/01/2015,45,82,1,2015
13/01/2015,47,64,1,2015
12/01/2015,49,43,1,2015
11/01/2015,49,06,1,2015
10/01/2015,50,12,1,2015
09/01/2015,51,08,1,2015
08/01/2015,49,43,1,2015
07/01/2015,49,06,1,2015
06/01/2015,55,38,1,2015
05/01/2015,55,27,1,2015
04/01/2015,55,27,1,2015
03/01/2015,55,6,1,2015
02/01/2015,57,86,1,2015
01/01/2015,55,27,1,2015
31/12/2014,55,27,12,2014
30/12/2014,58,72,12,2014
29/12/2014,57,86,12,2014
28/12/2014,58,67,12,2014
27/12/2014,59,07,12,2014
26/12/2014,58,31,12,2014
24/12/2014,58,67,12,2014
23/12/2014,58,87,12,2014
22/12/2014,58,81,12,2014
21/12/2014,59,84,12,2014
20/12/2014,60,26,12,2014
19/12/2014,61,09,12,2014
